,nome_logradouro_residencia,quantidade
3503,RUA RUFINO MANOEL CAETANO,1
3504,RUA BARRA DA GUABIRABA,1
3505,RUA ARCO IRIS,1
3506,R CONDE DE IRAJA,1
3507,RUA AVENËPOLIS,1
3508,RUA DOUTOR HERMANEGILDO DE CASTRO NETO,1
3509,SOLDADO VIRGILIO,1
3510,RUA JAPIACU,1
3511,SEGUNDA TRAVESSA MARIA BANDEIRA,1
3512,PRIMEIRA TRV DA RUA BENZINHA,1
3513,RUA ALFREDO MAIA,1
3514,RUA DOUTOR ALBERTO WANDERLEY,1
3515,RUA TRAVESSA CABOCLINHO,1
3516,RUA PROF JOSES DOS ANJOS,1
3517,ALMIRANTE JOAO PASCOA,1
3518,RUA DO ANIL,1
3519,CAREACU,1
3520,RUA CONFEDERACAO DO EQUADOR,1
3521,TRAV XV DE NOVEMBRO,1
3522,R TRISTAO DA CUNHA,1
3523,RUA JOSE ANTONIO DA COSTA FILHO,1
3524,RUA ENG BELTRAO,1
3525,RUA AGAMENON BEZERRA,1
3526,RUA JOSE ADEVAL CHAVES,1
3527,RUA LEONEL ALVES PONTES,1
3528,RUA REITOR MANUEL RODRIGUES,1
3529,RUA PARICONHA,1
3530,RUA CANTOR GONZAGUINHA,1
3531,RUA MANOEL PADILHA,1
3532,1¬ TRAV.,1
3533,R HELIO FALCAO,1
3534,RUA S?O RAIMUNDO,1
3535,DOUTOR ADELINO,1
3536,RUA VIRIATO CORREIA,1
3537,RUA DONA IZABEL DE BARROS,1
3538,RUA MARQUES DE ABRAIDES,1
3539,RUA ANTONIO MACHADO GOMES DA SILVA,1
3540,RUA DA COMQUISTA,1
3541,RUA CONEGO JOS? FERNADES MACHADO,1
3542,AV MANAUS,1
3543,RUA ENG AGUA CLARA,1
3544,RUA DR JOSE RUFINO,1
3545,FRANCISCO LACERDA,1
3546,RUA DANIEL,1
3547,2 TV JOAO CORREIA FILHO,1
3548,FRANCA PEREIRA,1
3549,RUA LINDOLFO,1
3550,RUA PALMETINA,1
3551,RUA PIRAJA,1
3552,RUA ALMANDINA,1
3553,SUBIDA CANÃANÃAO,1
3554,RUA BENIGNO JORDAO DE VASCONCELOS,1
3555,RUA PROFESSORA CAROLINA,1
3556,RUA XAVIER MARQUES,1
3557,RUA SANFONEIRO LUIZ GONZAGA,1
3558,R TRAV MANDACARU,1
3559,COR DO CURIO,1
3560,RUA GAUCHINHA,1
3561,RUA MARQUES DO PAN?,1
3562,RUA ANTÈNIO FILIPE,1
3563,RUA EVANILDO COELHODE ARAUJO,1
3564,AVENIDA DEZESSETTE DE AGOSTO,1
3565,RUA PACOJUS,1
3566,TRAVESSA SANTA LUCIA,1
3567,PRISCILA DE ARAUJO,1
3568,RUA ALAN BARROSO,1
3569,RUA HOSTOLANDIA,1
3570,RUA IBITINGA,1
3571,RUA GUARIT?,1
3572,RUA BARAO DE BEBERIE,1
3573,RUA PEDRO PAULO DE SOUZA,1
3574,"RUA CANTO ALEGRE, 26",1
3575,R SETE PECADOS,1
3576,RUA RIO JABOATAO,1
3577,RUA FERREIRO BALOSO DE CARVALHO,1
3578,R MAPARI,1
3579,RUA AQUIDALINA,1
3580,RUA PROFESSORA ROSILDA COSTA,1
3581,RUA MONICA PAPOS,1
3582,RUA TENENTE JERONIMO DE MESQUITA,1
3583,AV ANDRE VIDAL DE NEGREIROS,1
3584,RUA ALICE TIBIRIÃA,1
3585,RUA PROFESSOR JOSE MARINHO DOS REIS,1
3586,RUA DAVID PERNETA,1
3587,RUA CAMPO ALEGRE,1
3588,RUA KATARINA,1
3589,R DOM SEBASTIAO LINS,1
3590,ADALBERTO MORROQUINO,1
3591,AV DJALMA ONORIA,1
3592,AV. JOCKEY CLUBE,1
3593,R SEVERINO ANGRA,1
3594,CAVALHEIRO,1
3595,RUA VIRGINIA HERACLIO,1
3596,RUA CARLOS LUIZ,1
3597,1?TRAVESSA DA RUA DORANDIA,1
3598,RUA JOS? CAMPELO JUNIOR,1
3599,RUA MAJOR FELICIANO,1
3600,RUA AMAURI DE MEDEIROS,1
3601,RUA DO PATRIMONIO,1
3602,RUA BEZERRA DE MENESES,1
3603,RUA MURICILANDIA,1
3604,RUA JOSE LEÈNCIO,1
3605,RUA LEBLON REGIS,1
3606,RUA HERVAL,1
3607,RUA TITO ROSAS,1
3608,RUA ENG. ANDRE DIAS DE ARRUDA,1
3609,R JOSE AMARAL,1
3610,R ANTONIO MOLITERIRO,1
3611,RUA EDGAR,1
3612,RUA BALBINA,1
3613,R NOSSO CH?O,1
3614,RUA ASCENDINO NEVES,1
3615,RUA 1¬ TRAVESSA DO ALTO DO RESERVATËRIO,1
3616,RIO COLORADO,1
3617,ALBINO COES,1
3618,RUA PINTOR PEDRO,1
3619,RUA ELISA DIAS FERREIRA,1
3620,RUA CARMESIA,1
3621,RUA ANA GENERAL CANDIDO,1
3622,RUA VITORIA,1
3623,CORREGO DO EUCLIDES,1
3624,RUA TRAV ARACATUBA,1
3625,RUA SEBASTIAO CLEMENTINO,1
3626,ENGENHO MAMELUCO,1
3627,RUA PROFESSORA LUCY ALVARES,1
3628,RUA JO?O J?LIO PROTEOTOR,1
3629,R BRITANIA,1
3630,RUA RODONOPOLIS,1
3631,RUA JOTA LUIZ,1
3632,RUA SEVERINO CARNEIRO,1
3633,AV FLOR DE SANTANA,1
3634,RUA VIRGINIO HERACLIO,1
3635,RUA VISCONCE BARBACENA,1
3636,RUA SENADOR FABIO DE BARROS,1
3637,R GOMES DA FONSECA,1
3638,RUA DA GOIABEIRA,1
3639,DOUTOR ANTONIO HERMENEGILDO CASTRO NETO,1
3640,GONÃALVES DIAS,1
3641,RUA AGUATI,1
3642,RUA JORGE COUCEIRO CLACOSTA CIROS,1
3643,R JOAO CAVALCANTE PETRIBU,1
3644,RUA DOUTOR CAMPELO,1
3645,PIODINE,1
3646,RUA JACIARA,1
3647,RUA ALVARO AMORIM,1
3648,RUA DONA EQUILINA,1
3649,RUA AMDOR BUENO,1
3650,RUA NOSSA SENHIORA DA CONCEIÃ?O,1
3651,AV PORTO SEGURO,1
3652,RUA ADERBAL DE MELO,1
3653,RUA JOAO CARLOS GUIMARAES,1
3654,RUA DESMBARGADOR LUIZ MARINHO,1
3655,RUA ENGENHO PIOCA,1
3656,RUA CARLO9S GOMES,1
3657,RUA AQUIDARANA,1
3658,RUA MELANIO DE BARROS CORREIA,1
3659,RUA IRATINGA,1
3660,RUA MARTINESIA,1
3661,RUA JEQUI,1
3662,RUA ALIZIO CAVALCANTI,1
3663,RUA ANGELO AGOSTIN,1
3664,AV. PROF? ARTHU DE S?,1
3665,RUA AUGUSTO LINS E SILVA,1
3666,TRAVESSA PROFESSOR ARTUR DE S?,1
3667,RUA REDENTOR,1
3668,RUA JERÈNIMO VILELA,1
3669,RUA FREI FELIX DE OL?VIA,1
3670,AV NOVA FUNDAO,1
3671,4¬ TRAVESSA REALIZA,1
3672,"AV, PROF, JOSE DOS ANJOS",1
3673,RUA PARAGUAI,1
3674,RUA NOVA BETANIA,1
3675,RUA BRAULIO DE SOUZA MELO,1
3676,RUA ITAICULBA,1
3677,RUA AÃAI,1
3678,RUA VISCONDE DE ITABORAI,1
3679,RUA CAPITAO ADOLFO TAQUIS,1
3680,RUA BROMICIO DIAS,1
3681,4¬ TRAVESSA JAGUARANA,1
3682,RUA CAPIT?O FELIPE FERREIRA,1
3683,RUA BARAO DE BONITO,1
3684,RUA ALVARES,1
3685,RUA CAQUETA,1
3686,RUA CELESTE,1
3687,TRAVESSA D,1
3688,R AMELIA XAVIER SAMPAIO,1
3689,RUA POTIRETAMA,1
3690,AV PROFESSOR,1
3691,RUA JOAO JULIO PROTETROR,1
3692,FIM DA SALES DE MENEZES,1
3693,RUA ANTONIO VALDEBRINO DA CORTE,1
3694,RUA ARAQUEM,1
3695,R BELA VISTA,1
3696,RUA NOVA CANAA,1
3697,RUA JURIPIRANGA,1
3698,RUA DOS ALIADOS,1
3699,ERANDINA N DE ARAUJO,1
3700,RUA AVENIDA MALACO,1
3701,MARIO LIBËRIO,1
3702,RUA IGU?,1
3703,RUA EDGAR FONSECA DE AMORIM,1
3704,RUA PADRE NVILERMAN,1
3705,RUA LUIZ CARLOS GUILHERME,1
3706,RUA FRANCISCO DE BARROS,1
3707,JOAO JULIO PROTETOR,1
3708,TRV DA RUA JOAO CARLOS PEREIRA DA MATA,1
3709,RUA DA SERRA,1
3710,"RUA DR, IVO BARROS",1
3711,RUA PATRIMÈNIO,1
3712,R NITEROI,1
3713,TRV DA RUA SERRO NEGRO,1
3714,RUA IVO,1
3715,RUA KILOMBO,1
3716,RUA JOSE JORNALISTA JUNIOR,1
3717,RUA JOAQUIM DE VASCONCELOS PEREIRA,1
3718,RUA VISCONDE MOA,1
3719,RUA ENGENHEIRO FERNANDO ',1
3720,RUA CA?BA,1
3721,RUA ENGENHO BOM RECHEIO,1
3722,R J?O UZETA LUNA,1
3723,RUA ANA CLAUDINA SANTOS,1
3724,JOAQUIM GONÃALVES,1
3725,RUA ESCRITORA,1
3726,RUA TRES DE AGOSTO',1
3727,AV LUIZ DE LACERDA,1
3728,R DOS OPERARIOS,1
3729,RUA ANTONIO TELES,1
3730,CAMACHO,1
3731,RUA JACAUNA,1
3732,RUA ANA RICH,1
3733,RUA CRAVOLANDIA,1
3734,RUA CONEGO PASTOR BENOBY,1
3735,RUA VALDEMAR,1
3736,RUA SAMURAI,1
3737,JASMIM,1
3738,GUARDI?O MANOEL PACHECO,1
3739,RUA BARREIRAS,1
3740,RUA LAGO FRIO,1
3741,R SAO CAETANO,1
3742,R JOSE PESSOA DE QUEIROZ,1
3743,RUA AGUA BRANCA,1
3744,DANCEDEIS,1
3745,CANTORA CLARA NUNES,1
3746,AV. HIDELBRANDO DE VASCONCELOS,1
3747,RUA DOUTOR MIGUEL VIEIRA,1
3748,RUA VISCONDE,1
3749,RUA EUZEBO ATONOSIO,1
3750,RUA PLACIDO DE CASTRO,1
3751,RUA JARDIM IRENE,1
3752,RUA BEM ME QUER,1
3753,RUA PADRE EUCLIDES JARDIM,1
3754,ENGENHO COMBOINHA,1
3755,AV. PIRACICABA,1
3756,RUA FREI FRANCISCO,1
3757,RUA COMENDADOR ADELINO SANTOS,1
3758,R PROF JOAQUIM DE BRITO,1
3759,RUA CORREGO SAO SEBATIAO,1
3760,R NOSSA SENHORA SAUDE,1
3761,RUA RIO AMAZONAS,1
3762,RUA ANNELIOPOLIS,1
3763,RUA ALTO BOM JESUS,1
3764,AV. 17 DE AGOSTO,1
3765,RUA CONSELHEIRO PERETTI,1
3766,RUA ARMANDO SORIANO,1
3767,RUA CARLOS PEREIRA,1
3768,R MARIA JË,1
3769,2¬ TRAVESSA EUCALIPTO,1
3770,RUA JULIO BERNARDO,1
3771,R JERONIMO VILLELA,1
3772,RUA AFONSO DE ALBUQUERQUE MELO,1
3773,SEGUNDA TRAVESSA MINISTRO ALBUQUERQUE,1
3774,RUA DONA MAGNA PONTUAL,1
3775,R VAZES,1
3776,RUA VILA ASA BRANCA,1
3777,RUA DESEMBARGADOR MANOEL DE S? PEREIRA,1
3778,RUA DONA NEUZA,1
3779,RUA GUATI,1
3780,RUA LOURIVAL JUNIOR,1
3781,RUA DR. FL?VIO MAROJA,1
3782,RUA TRINTA,1
3783,RUA CORONEL MIZAEL,1
3784,RUA POTIGUAR AMADO,1
3785,LUIZ BELT?O DE ANDRADE LIMA,1
3786,1¬ TRAVESSA PADRE VILERMAN,1
3787,POTENGY,1
3788,RUA GOV SEPT DO ROSADO,1
3789,RUA FREI JORGE,1
3790,RUA PIRANTAMBA,1
3791,RUA BARBACENA',1
3792,RUA DA DEMOCRACIA,1
3793,RUA PROF CHAVES BATISTA,1
3794,2 TRAVESSA AUREA,1
3795,RUA JAPIRA,1
3796,RUA SOARES MORENO,1
3797,RUA W PESSOA,1
3798,DE 660 AO FIM LADO PAR BELEM DE,1
3799,RUA CASSITERITA,1
3800,RUA ENGENHEIRO VANCONCELOS BITHENCOURT,1
3801,R CONSELHEIRO SILVEIRA DE SOUZA,1
3802,RUA ALDEMAR DE OLIVEIRA,1
3803,AN?BAL BEN?VOLO,1
3804,RUA TINHOR?O,1
3805,AV JAIME DA FONTE,1
3806,SEGUNDA TRAV SETE DE AGOSTO,1
3807,RUA MELQUESEDEQUE DE LIMA,1
3808,RUA DEMERVAL LOBAO,1
3809,TRAVESSA DOUTOR BENIGNO JORDAO DE VASCONCELOS,1
3810,RUA PROFESSOR PACIFICO PEREIRA,1
3811,RUA AURINO ESTAQUIO DA ROCHA,1
3812,RUA JORNALISTA EDMUNDO MORAES,1
3813,RUA DEPOSITOR,1
3814,RUA JOAO PESSOA,1
3815,RUA ALTO DO MUNDO NOVO,1
3816,AV VINTE UM DE ABRIL,1
3817,RUA DR JOSE RAMOS DE VASCONCELOS,1
3818,AVENIDA BICENTEN?RIO DA REVILUÃ?O FRANCESA,1
3819,RUA AGAMENON MAGALHAES,1
3820,RUA RIO ARAGUAIA,1
3821,RUA TEOLANDIA,1
3822,RUA LAURINHA,1
3823,JOSE TAVARES DE HOLANDA,1
3824,RUA MARIA JOSE LIMA,1
3825,RUA REVOLUÃ?O PERNAMBUCANA,1
3826,RUA DEODORO TORRES,1
3827,AVENIDA ENGENHO BABILÈNIA,1
3828,RUA AGUIDABA,1
3829,RUA JOSE TRIQUIRO,1
3830,RUA ARAMAÃ?,1
3831,RUA VASSOURINHAS,1
3832,"R, MARCILIO DIAS",1
3833,RUA DESEMBARCADOR,1
3834,R IBIPITUBA,1
3835,RUA JERIQUITI,1
3836,AV COSME VIANA,1
3837,RUA TAPAUA,1
3838,DR ITAINOPOLIS,1
3839,RUA CLAUDIO CESAR,1
3840,RUA JOSE SANTOS ARAQUAN,1
3841,RUA JAQUARAO,1
3842,RUA UMBURANAS,1
3843,RUA SANTA EDVIRGENS,1
3844,RUA AVIADOR SEVEIRO LUS,1
3845,RUA GARDENIA,1
3846,RUA CINEASTA JOSE C BURGUE,1
3847,RUA JOS? ANTÈNIO DA COSTA FILHO,1
3848,RIA 18,1
3849,AV CANA BRAVA,1
3850,RUA QUADRA 06,1
3851,RUA MIGUEL LAPENLA,1
3852,R CONSELHEIRO PENTTI,1
3853,RUA LAGO AZUL,1
3854,RUA NOEMIA,1
3855,RUA CANAVIAL,1
3856,RUA COLARES,1
3857,RUA SIMPRE,1
3858,RUA MAJ JUSTINO SILVEIRA,1
3859,PRIMEIRA TRAVESSA LUIZ RAMOS LEAL,1
3860,RUA MARIO URBANO,1
3861,RUA CONSELHEIRO TEODOR,1
3862,RUA DOUTOR JOSE MARIA,1
3863,R MUCURUCI,1
3864,RUA MURIBECA,1
3865,R S?O JOS?,1
3866,RUA EMBORA?,1
3867,RUA CONS FURTADO,1
3868,RUA PANGAR?,1
3869,R 23 DE ABRIL,1
3870,RUA CENTO E TRINTA E CINCO,1
3871,RUA 3 TRAVESSA DO CORREGO DO JOAQUIM,1
3872,RUA CANA?,1
3873,R ALMIRANTE JOAO PASCOA,1
3874,RUA MARQU?S DE MARIK?,1
3875,RUA ALEXANDRE GUSM?O,1
3876,RUA 15 VALE DO SIRIJI,1
3877,RUA PRO LUIZ RODRIGUES DE MELO,1
3878,TRAVESSA BARAO DECAPIBARIBE,1
3879,RUA TINTO,1
3880,RUA PIRAGIBE,1
3881,RUA ARGEMIRO MIRANDA,1
3882,AV.MARECHAL CORDEIRO DE FARIAS,1
3883,RUA MARDONIO,1
3884,R VALDIR SILVA,1
3885,RUA PARAMBE,1
3886,RUA MOCIDADE,1
3887,RUA CUIT?,1
3888,RUA GERMANO GUILHERME,1
3889,RUA NOVA TRENTOR,1
3890,RUA BARAO DE SAO BORJA,1
3891,RUA ELPIDIO MONTEIRO,1
3892,RUA CAPANO,1
3893,R ANTONIO REINO,1
3894,RUA HIDONOPOLIS,1
3895,RUA DR GONZAGA MARANHAO,1
3896,RUA ITAQUATIARA,1
3897,RUA ANHANGUERA,1
3898,RUA IBIR?,1
3899,RUA COMPOSITOR ATAUFO ALVES,1
3900,RUA SIMAO MENDES,1
3901,VILA DO IMPERIO,1
3902,RUA DOMINGOS BORGES DE BARROS,1
3903,RUA PINTO DAM?SIO,1
3904,RUA ANA MAURICIA WANDERLEY,1
3905,RUA MANOEL DE AZEVEDO DE ANDRADE,1
3906,AV. ENCANTA MOCA,1
3907,RUA MONSENHOR JULIO MAIA,1
3908,RUA FERANDO DE NORONHA,1
3909,RUA DO MOLHADO,1
3910,RUA SITIO SAO BRAS,1
3911,RUA DR JOA COSTA,1
3912,RUA CORONEL JOAO RUFINO,1
3913,RUA POLINI,1
3914,RUA MARAGOGI,1
3915,RUA SARGENTO RUBENS,1
3916,RUA DA REGERACAO,1
3917,RUA PROCURADOR GALBA DE ALMEIDA MATTOS,1
3918,RUA BURITAMA,1
3919,RUA VISCONDESSA DO LIVRAMENTO,1
3920,RUA LOURDES MARIA V PONTES,1
3921,RUA BOM GOSTO,1
3922,RUA CHIC,1
3923,RUA JEERICO,1
3924,JO?O SALES MENEZES,1
3925,RUA CAMADO,1
3926,1¬ TRAVESSA DAS CRIANCAS,1
3927,RUA PROF MARIA EUGENIA,1
3928,RUA LERIEL HOLANDA,1
3929,RUA GUAIANAZES,1
3930,RUA DEODATO TORRES,1
3931,RUA DOURADINHA,1
3932,TV FRANCISCO LACERDA,1
3933,RUA ANTONIO MACARIO,1
3934,RUA VARGEA DO GILO,1
3935,R DR. JOSE MARCIONILO DE BARROS,1
3936,AV CORONEL DE OLIVEIRA,1
3937,RUA JOAO LIPPO,1
3938,RUA DR BENARDO,1
3939,RODOLFO DE HOLANDA,1
3940,RUA SEVERINO AGRA,1
3941,RUA LUIS DA CAMARA CASEUDO,1
3942,RUA TRASCONTINENTAL,1
3943,RUA FERNANDO GRIZ,1
3944,RUA BAROLANDIA,1
3945,RUA RIO CORRENTE,1
3946,RUA SOBERLANDIA,1
3947,BRUMAL,1
3948,AV. 21 DE ABRIL,1
3949,TV ESTUDANTE JEREMIAS BASTOS,1
3950,AVENIDA RIO VERDE,1
3951,DAMASQUEIRO,1
3952,RUA CORDELIA GOIS SILVA,1
3953,RUA VILA VINTEN,1
3954,RUA DES CAPISTRANOS DE MORAIS E SILVA,1
3955,RUA ALCIDES CODECIRA,1
3956,RIA ODETE MONTEIRO,1
3957,R MAURICIO DE NASSAU,1
3958,RUA CORNELIO,1
3959,RUA NINA,1
3960,RUA DR ARMANDO RABELO,1
3961,RUA JOSE BRASILEIRO VILA NOVA,1
3962,AV CONSUL VILARES FRAGOSO,1
3963,AV BELEM DE JUDA,1
3964,RUA PROF JORGE SERAFIM SANTOS,1
3965,AV GERDALHA,1
3966,RUA PAULA POLIS,1
3967,RUA C?U AZUL,1
3968,R PADRE TEOFILO,1
3969,AV IDELBRANDO DE VASCONCELOS,1
3970,RUA ERNESTO DE NAZARETH,1
3971,RUA JOAO M FILHO,1
3972,RUA CANARIO,1
3973,RUA CONSELHEIRO ROSA E SILVA,1
3974,RUA SAMARIA,1
3975,RUA ABELARDO RODRIGUES,1
3976,RUA JACIRA,1
3977,R PRINCESA ISABEL,1
3978,RUA IPITUBA,1
3979,RUA ALEXANDRE DE GUSM?O,1
3980,RUA JOS? AVELAR,1
3981,JOS? NOYA,1
3982,SANTO CRISTO,1
3983,AV. SANTOS DUMONT,1
3984,TRAV. CLARAM?,1
3985,RUA ESTUDANTE ANTONIO FARIAS FILHO,1
3986,R DE HOLANDA,1
3987,RUA LADEIRA DO BARTOLOMEU,1
3988,RUA PROF MARIA EUNGENIA,1
3989,R SEVERINO BERNADINO FERREIRA,1
3990,RUA MIGUEL LE?O,1
3991,RUA DUSTAN DE CARVALHO SOARES,1
3992,RUA JOAQUIM AMARAL,1
3993,RUA COMENDADOR MORAES,1
3994,"RUA JERONIMO VILELA,",1
3995,RUA ESCRITORA DULCE CHACON,1
3996,RUA CONEGO JOS? FERNANDES MACHADO,1
3997,2¬ TRAVESSA CAMBURIU,1
3998,RUA DR. JOSE CARNEIRO VILAR,1
3999,RUA FERRAZ DE VASCONCELOS,1
4000,RUA VALERIANO LOBO,1
4001,PRIMEIRA TRV DA RUA LAZARO FONTE,1
4002,RUA PROF. JOAQUIM XAVIER DE BENTO,1
4003,R CHAGAS FERREIRA,1
4004,RUA M¬ JOS? DE LIMA,1
4005,6 TV ANANIAS CATANHO,1
4006,RUA DA CARRAPETA,1
4007,RUA 19 DE MARÃO,1
4008,AVENIDA CONSUL VILARES FRAGOSO,1
4009,RUA ACARA,1
4010,RUA BAR?O DE TAMANDAR?,1
4011,DOUTOR SABINO PINHO,1
4012,RUA JOAQUIM FERREIRA,1
4013,RUA LUIZ RODOLFO,1
4014,RUA JASMIN,1
4015,RUA MOLENGO,1
4016,JO?O REGUEIRA,1
4017,PAZ CABRAL,1
4018,RUA EUGENIO MEDEIROS,1
4019,ALTO DO PIQUIRI,1
4020,RUA COMENDADOR BENTO AGUIAR,1
4021,RUA 03 DE MAIO,1
4022,RUA HERONDINA,1
4023,RUA CINEASTA JOS? C. BURGUER,1
4024,RUA S?O PEDRO,1
4025,RUA SAO SALVADOR,1
4026,RUA CORREGO DA FOGUEIRA,1
4027,N/I,1
4028,SANTA AGRIPINA,1
4029,RUA JOAO CAVALCANTE PETRIBU,1
4030,RUA ASCEDINO NOVAES,1
4031,AV MARIO PEREIRA DE LIRA,1
4032,RUA TENENTE ROLAND RITT MISTER,1
4033,RUA ANTONIO BORGES UCHOA,1
4034,RUA EMILIA MONTEIRO FONSECA,1
4035,RUA VINIS,1
4036,R VILA NOCE,1
4037,RUA RAIMUNDO TEIXEIRA,1
4038,RUA EPAMINONDAS1,1
4039,AV. ABDIAS DE CARVALHO,1
4040,RUA ALBERTO LUNGREN,1
4041,AVENIDA NOSSA SENHORA DA SAUDE,1
4042,RUA MANOEL RODRIGUES,1
4043,1 TRAV. ANIBAL BENEVOLO,1
4044,RUA RIO GUAIBA,1
4045,RUA RALEILO UR 05,1
4046,RUA EDUARDO DUBEAUX,1
4047,RUA JUPIADA,1
4048,RUA BENJAMIM FONSECA,1
4049,RUA JO?O LACERDA,1
4050,RUA ANEQUIM,1
4051,RUA JORNALISTA EDMUNDO MORAIS,1
4052,RUA AZEVEDO COUTINHO,1
4053,RUA PROFESSOR JOSE LAUDO,1
4054,ITAQUICE,1
4055,RUA AV. CHAGAS FERREIRA,1
4056,ANA OTILIA DE FREITAS,1
4057,RUA PACATIE,1
4058,R SAO CARLOS,1
4059,R POTENGY,1
4060,RUA AVARE',1
4061,RUA JO?O FERNANDES VIEIRA,1
4062,RUA MARMELANDIA,1
4063,RUA ELETRA,1
4064,RUA S?O MATHEUS,1
4065,RUA DA CONCEICAO,1
4066,RUA PROFESSOR JOSE A DOS REIS,1
4067,R CATOLANDIA,1
4068,R DR JOAO LACERDA,1
4069,RUA ALTO BEIJAMIM,1
4070,RUA DOTOR JOS? ALBERTO MAIA,1
4071,RUA DESEMBARGADOR JOAO BATISTA,1
4072,RUA IDELFONSO MAGNO,1
4073,RUA CORREGO ANTONIO RODRIGUE,1
4074,AV. JOAQUIL RIBEIRO,1
4075,RUA DOIS DE SETEMBRO,1
4076,RUA SETE PECADOS,1
4077,RUA JO?O CAVALCANTE PETRIBU,1
4078,RUA JO?O TEIXEIRA,1
4079,RUA PINTOR PABLO PICASSO,1
4080,R. ESTRADA DO BONGI,1
4081,RUA CATOLANDIA,1
4082,RUA DR FALVIO FERREIRA DA SILVA MAROJA,1
4083,RUA DOUTOR ANTONIO HERMENE,1
4084,RUA IBIÃUBA,1
4085,RUA DR JULIO CAMPELO,1
4086,RUA MANOEL BRAZ?O,1
4087,RUA GRACA TIBA,1
4088,MISSIONARIO JOEL CARLSON,1
4089,RUA MARMORE,1
4090,RUA EXPEDICIONARIA,1
4091,RUA DOIS,1
4092,RUA FERNANDO DE SOUZA CAETE,1
4093,R MIRABELA,1
4094,RUA ROBERTO MAGALHAES,1
4095,SITIO PARQUE SANTA MARIA,1
4096,RUA COMENDADOR QUEIROZ DE OLIVEIRA,1
4097,RUA CAFESOPOLES,1
4098,R BOM RECREIO,1
4099,FLORIANO,1
4100,RUA LUIS SOARES,1
4101,SITIO SAO BRAZ,1
4102,RUA JOS? VELOSO,1
4103,ESTRADA DA CAIARA,1
4104,RUA CORREGO DO SARGENTO,1
4105,RUA ALMIRANTE PEDRO,1
4106,RUA LIZANDA,1
4107,R JOSE RODRIGUES,1
4108,RUA MAESTRO VIVENTE FITIPALDI,1
4109,RUA VICENTE ZIRPOLE,1
4110,MANOEL SALVADOR,1
4111,RUA VISCONDE ALCANTARA,1
4112,RUA JOSE MIRANDA,1
4113,AV ENCANTA MOCA,1
4114,RUA SERRA DAS RUSSAS,1
4115,RUA MARILENA,1
4116,FRUTUOSO GOMES,1
4117,R PORTO REAL,1
4118,RUA JOAO LEITE,1
4119,RUA OLINDA,1
4120,RUA DOUTOR GASTAO DA SILVEIRA,1
4121,R PROF JOS? DOS ANJOS,1
4122,RUA PROFESSOR LUCY ALVAREZ,1
4123,RUA IRACEMA GUERRA,1
4124,2? TRAVESSA JO?O SALES DE MENESES,1
4125,RUA MAESTRO NELSON FERREIRA,1
4126,RUA JORMALISTA LUIZ JATOB?,1
4127,RUA PROFESSOR MARIO NEVES BATISTA,1
4128,TRAV. JOAO YAVIERA PEDROSA,1
4129,1¬ TRAVESSA FRANCISCO PASSOS,1
4130,JERONIMO VILELA,1
4131,RUA ANA OTILIA FARIAS,1
4132,RUA 03,1
4133,R DAS NEVES,1
4134,TRAV. PER?CIO SILVA,1
4135,2 TRAV DOS COELHOS,1
4136,PARAISËPOLIS,1
4137,RUA MARECHAL BITECURI,1
4138,R VISCONDE DE SABUGOSA,1
4139,RUA BARAO DE SOUZA LEAO,1
4140,AV. NOVA DO FUNDAO,1
4141,ENGENHEIRO SALES ZAICANER,1
4142,RUA PEDRO LEITAO,1
4143,R DANCING DAYS,1
4144,RUA SABINO CAMPOS,1
4145,AV BRIGADEIRO SECO,1
4146,RUA ARTUR MUNIZ,1
4147,AO FIM SAO MATEUS,1
4148,R COMPANENSE,1
4149,RUA JOSEPH TUITON,1
4150,RUA FRANCISCO ESTEVAO DA COSTA,1
4151,RUA TUPARETAMA,1
4152,RUA TR?S LAGOAS,1
4153,RUA MACARE,1
4154,RUA FELIX MENDONCA,1
4155,ENGENHO ESPELHO,1
4156,RUA JOAO PRAXEDES O FILHO,1
4157,AVENIDA ENGENHO MAGALHAES MELO,1
4158,TRAVESSA FRANCISCO LACERDA,1
4159,RUA REGUEIRA COSTA,1
4160,RUA ESTACAO VARJAL,1
4161,RUA ALTO DOUTOR CAETE,1
4162,RUA ANDR? NEGREIRO DA SILVA,1
4163,RUA MARACAJA,1
4164,RUA ARAÃATUBA,1
4165,RUA SERGIO BTTENCOURT,1
4166,RUA MOSTARDAS,1
4167,ZELIA,1
4168,RUA APURA,1
4169,RUA DOUTRO ANTÈNIO CORREIA DE OLI,1
4170,RUA WASHIGTON DUARTE ESPINOLA,1
4171,RUA BAR?O MENDES JACQUES,1
4172,RUA VINTE E QUATRO DE FEVEREIRO,1
4173,RUA GUSTAVO BARROSO,1
4174,AV. CAPIT?O LUIZ REIS,1
4175,RUA TOMBOARA,1
4176,RUA ENGENHO BARBA DO DIA,1
4177,RUA IPIRAJUBA,1
4178,AV RIO CAPIBARIBE,1
4179,RUA CAPITAO JOAO PONTES,1
4180,PRIMEIRA TRAVESSA RIO CORRENTE,1
4181,RUA MARANGUAPE,1
4182,RUA URUPES,1
4183,RUA ANTONIO VALDERINO DA COSTA,1
4184,R-AMARANTE,1
4185,RUA JOAO FRANCISCO LISBOA,1
4186,RUA TERZINHA LIMA,1
4187,RUA MOROEBA,1
4188,RUA JUNDIA?,1
